det(mulher-2, Essa-1)
root(ROOT-0, Dilermando-1)
partmod(Dilermando-1, era-2)
advmod(tão-4, quase-3)
advmod(inteligente-5, tão-4)
acomp(era-2, inteligente-5)
adpmod(era-2, como-6)
det(criança-8, uma-7)
adpobj(como-6, criança-8)
adpmod(criança-8, de-9)
num(anos-11, dois-10)
adpobj(de-9, anos-11)
p(Dilermando-1, .-12)

root(ROOT-0, Vivia-1)
advmod(Vivia-1, atrás-2)
adpmod(atrás-2, de-3)
adpobj(de-3, mim-4)
mark(sentir-8, para-5)
neg(sentir-8, não-6)
prt(sentir-8, se-7)
advcl(Vivia-1, sentir-8)
acomp(sentir-8, sozinho-9)
p(Vivia-1, .-10)

cc(comia-2, E-1)
root(ROOT-0, comia-2)
advmod(de-4, tanto-3)
adpmod(comia-2, de-4)
adpobj(de-4, tudo-5)
dobj(engordou-8, que-6)
advmod(engordou-8, logo-7)
rcmod(tudo-5, engordou-8)
p(comia-2, .-9)

root(ROOT-0, Passava-1)
det(dia-3, o-2)
nsubj(cheirando-4, dia-3)
ccomp(Passava-1, cheirando-4)
det(coisas-6, as-5)
dobj(cheirando-4, coisas-6)
p(coisas-6, :-7)
nsubj(cheira-9, cachorro-8)
rcmod(coisas-6, cheira-9)
det(coisas-11, as-10)
dobj(cheira-9, coisas-11)
adpmod(cheira-9, para-12)
adpobj(para-12, compreendêlas-13)
nsubj(raciocinam-16, eles-14)
neg(raciocinam-16, não-15)
nsubjpass(guiados-19, raciocinam-16)
advmod(raciocinam-16, muito-17)
auxpass(guiados-19, são-18)
parataxis(cheira-9, guiados-19)
adpmod(guiados-19, pelo-20)
adpobj(pelo-20, amor-21)
adpmod(amor-21, do-22)
adpobj(do-22, coração-23)
adpmod(coração-23, dos-24)
adpobj(dos-24, outros-25)
cc(guiados-19, e-26)
conj(guiados-19, deles-27)
adpobj(deles-27, mesmos-28)
p(Passava-1, .-29)

root(ROOT-0, Dilermando-1)
partmod(Dilermando-1, gostava-2)
advmod(de-4, tanto-3)
adpmod(gostava-2, de-4)
adpobj(de-4, mim-5)
nsubj(endoidecia-8, que-6)
advmod(endoidecia-8, quase-7)
ccomp(gostava-2, endoidecia-8)
mark(sentia-10, quando-9)
advcl(endoidecia-8, sentia-10)
adpmod(sentia-10, pelo-11)
adpobj(pelo-11, faro-12)
det(cheiro-15, o-13)
poss(cheiro-15, meu-14)
dobj(endoidecia-8, cheiro-15)
adpmod(cheiro-15, de-16)
adpobj(de-16, mulher-mãe-17)
cc(cheiro-15, e-18)
det(cheiro-20, o-19)
conj(cheiro-15, cheiro-20)
adpmod(cheiro-20, do-21)
adpobj(do-21, perfume-22)
adpmod(cheiro-20, que-23)
adpobj(que-23, uso-24)
advmod(uso-24, sempre-25)
p(uso-24, .-26)

det(perfume-2, Esse-1)
nsubj(chama-4, perfume-2)
dobj(chama-4, se-3)
root(ROOT-0, chama-4)
mark(é-11, em-5)
nsubj(é-11, francês-6)
nsubj(é-11, Vert-7)
cc(Vert-7, et-8)
conj(Vert-7, Blanc-9)
nsubj(é-11, isto-10)
ccomp(chama-4, é-11)
attr(é-11, Verde-12)
cc(Verde-12, e-13)
conj(Verde-12, Branco-14)
cc(é-11, e-15)
auxpass(inventado-17, foi-16)
conj(é-11, inventado-17)
adp(homem-20, por-18)
det(homem-20, um-19)
adpmod(inventado-17, homem-20)
nsubj(chama-23, que-21)
prt(chama-23, se-22)
rcmod(homem-20, chama-23)
attr(chama-23, Carven-24)
p(chama-4, .-25)

mark(existe-4, Como-1)
nsubj(existe-4, vocês-2)
aux(existe-4, vêem-3)
root(ROOT-0, existe-4)
adpmod(existe-4, de-5)
adpobj(de-5, tudo-6)
adpmod(tudo-6, neste-7)
adpobj(neste-7, mundo-8)
p(existe-4, :-9)
parataxis(existe-4, mulheres-10)
nsubj(batem-12, que-11)
rcmod(mulheres-10, batem-12)
adpmod(batem-12, em-13)
adpobj(em-13, cachorros-14)
appos(cachorros-14, outras-15)
nsubj(batem-18, que-16)
advmod(batem-18, nunca-17)
rcmod(outras-15, batem-18)
dobj(batem-18, homem-19)
nsubj(ganha-21, que-20)
rcmod(homem-19, ganha-21)
dobj(ganha-21, dinheiro-22)
mark(matar-24, para-23)
advcl(ganha-21, matar-24)
dobj(matar-24, baratas-25)
amod(baratas-25, homem-26)
nsubj(faz-28, que-27)
rcmod(baratas-25, faz-28)
det(misturas-30, umas-29)
dobj(faz-28, misturas-30)
cc(faz-28, e-31)
conj(faz-28, inventa-32)
dobj(inventa-32, perfume-33)
p(existe-4, .-34)

dobj(dizendo-4, Isto-1)
nsubj(dizendo-4, eu-2)
aux(dizendo-4, estou-3)
root(ROOT-0, dizendo-4)
mwe(que-6, para-5)
mark(lembrem-9, que-6)
nsubj(lembrem-9, vocês-7)
prt(lembrem-9, se-8)
advcl(dizendo-4, lembrem-9)
mark(crescerem-11, quando-10)
advcl(lembrem-9, crescerem-11)
mark(há-13, que-12)
ccomp(crescerem-11, há-13)
det(o-15, muito-14)
dobj(há-13, o-15)
dobj(fazer-17, que-16)
rcmod(o-15, fazer-17)
adpmod(fazer-17, na-18)
adpobj(na-18, vida-19)
p(dizendo-4, .-20)

root(ROOT-0, Bem-1)
cc(Bem-1, mas-2)
cc(Bem-1, e-3)
det(cheiro-5, o-4)
conj(Bem-1, cheiro-5)
adpmod(cheiro-5, de-6)
adpobj(de-6, Dilermando-7)
p(Bem-1, .-8)

nsubj(tomar-3, Ele-1)
aux(tomar-3, detestava-2)
root(ROOT-0, tomar-3)
dobj(tomar-3, banho-4)
partmod(tomar-3, pensava-5)
mark(era-7, que-6)
ccomp(pensava-5, era-7)
det(gente-9, a-8)
nsubj(era-10, gente-9)
csubj(era-7, era-10)
acomp(era-10, ruim-11)
mark(obrigava-13, quando-12)
advcl(era-10, obrigava-13)
dobj(obrigava-13, ele-14)
adpmod(obrigava-13, a-15)
det(sacrifício-17, esse-16)
adpobj(a-15, sacrifício-17)
p(tomar-3, .-18)

mark(dava-2, Como-1)
root(ROOT-0, dava-2)
det(trabalho-4, muito-3)
dobj(dava-2, trabalho-4)
partmod(trabalho-4, dar-5)
dobj(dar-5, banho-6)
det(dias-9, todos-7)
det(dias-9, os-8)
nmod(dar-5, dias-9)
cc(dar-5, e-10)
mark(fugia-13, como-11)
nsubj(fugia-13, ele-12)
conj(dar-5, fugia-13)
adpmod(fugia-13, da-14)
adpobj(da-14, banheira-15)
det(ensaboado-17, todo-16)
nsubj(terminei-18, ensaboado-17)
conj(fugia-13, terminei-18)
partmod(terminei-18, dando-19)
dobj(dando-19, banho-20)
advmod(duas-22, só-21)
num(vezes-23, duas-22)
nmod(dando-19, vezes-23)
adpmod(dando-19, por-24)
adpobj(por-24, semana-25)
p(dava-2, .-26)

det(resultado-2, O-1)
nsubj(é-3, resultado-2)
root(ROOT-0, é-3)
acomp(é-3, claro-4)
parataxis(é-3, é-5)
mark(tinha-8, que-6)
nsubj(tinha-8, ele-7)
csubj(é-5, tinha-8)
det(cheiro-10, um-9)
dobj(tinha-8, cheiro-10)
advmod(forte-12, muito-11)
amod(cheiro-10, forte-12)
adpmod(cheiro-10, de-13)
adpobj(de-13, cachorro-14)
cc(tinha-8, e-15)
nsubj(sentia-18, eu-16)
advmod(sentia-18, logo-17)
conj(tinha-8, sentia-18)
adpmod(sentia-18, com-19)
det(faro-22, o-20)
poss(faro-22, meu-21)
adpobj(com-19, faro-22)
mark(tem-26, porque-23)
nsubj(tem-26, gente-24)
advmod(tem-26, também-25)
advcl(sentia-18, tem-26)
dobj(tem-26, faro-27)
p(é-3, .-28)

nsubj(têm-2, Vocês-1)
root(ROOT-0, têm-2)
dobj(têm-2, faro-3)
p(têm-2, ?-4)

root(ROOT-0, Aposto-1)
dep(Aposto-1, que-2)
advmod(que-2, sim-3)
adpmod(sim-3, porque-4)
adpcomp(porque-4, além-5)
adpmod(além-5, de-6)
adpcomp(de-6, sermos-7)
nsubj(somos-9, gente-8)
xcomp(sermos-7, somos-9)
advmod(somos-9, também-10)
dobj(somos-9, animais-11)
p(sim-3, .-12)

det(homem-2, O-1)
nsubj(é-3, homem-2)
root(ROOT-0, é-3)
det(animal-5, o-4)
attr(é-3, animal-5)
advmod(importante-7, mais-6)
amod(animal-5, importante-7)
adpmod(animal-5, do-8)
adpobj(do-8, mundo-9)
adpmod(é-3, porque-10)
adpcomp(porque-10, além-11)
adpmod(além-11, de-12)
adpcomp(de-12, sentir-13)
det(homem-15, o-14)
nsubj(pensa-16, homem-15)
ccomp(sentir-13, pensa-16)
dobj(pensa-16, resolve-17)
cc(pensa-16, e-18)
conj(pensa-16, fala-19)
p(é-3, .-20)

det(bichos-2, Os-1)
nsubj(falam-3, bichos-2)
root(ROOT-0, falam-3)
adpmod(falam-3, sem-4)
adpobj(sem-4, palavras-5)
p(falam-3, .-6)

root(ROOT-0, Sabem-1)
advmod(tive-3, como-2)
ccomp(Sabem-1, tive-3)
mark(separar-6, que-4)
dobj(separar-6, me-5)
ccomp(tive-3, separar-6)
adpmod(separar-6, de-7)
adpobj(de-7, Dilermando-8)
p(Sabem-1, ?-9)

root(ROOT-0, É-1)
mark(ir-6, que-2)
nsubj(ir-6, eu-3)
aux(ir-6, tinha-4)
adp(ir-6, de-5)
csubj(É-1, ir-6)
cc(ir-6, embora-7)
conj(ir-6, da-8)
adpobj(da-8, Itália-9)
cc(da-8, e-10)
conj(da-8, ir-11)
adpmod(ir-11, para-12)
det(país-14, um-13)
adpobj(para-12, país-14)
partmod(país-14, chamado-15)
dobj(chamado-15, Suíça-16)
p(É-1, .-17)

cc(entrar-8, E-1)
adpmod(entrar-8, nesse-2)
adpobj(nesse-2, país-3)
det(hotéis-5, os-4)
nsubj(entrar-8, hotéis-5)
neg(entrar-8, não-6)
aux(entrar-8, deixam-7)
root(ROOT-0, entrar-8)
dobj(entrar-8, cachorros-9)
p(entrar-8, .-10)

advmod(escolhi-2, Então-1)
root(ROOT-0, escolhi-2)
det(moça-4, uma-3)
dobj(escolhi-2, moça-4)
advmod(boa-6, muito-5)
amod(moça-4, boa-6)
mark(cuidar-8, para-7)
advcl(escolhi-2, cuidar-8)
adpmod(cuidar-8, dele-9)
p(escolhi-2, .-10)

adpmod(fiquei-7, Na-1)
adpobj(Na-1, hora-2)
adpmod(hora-2, de-3)
dobj(despedir-5, me-4)
adpcomp(de-3, despedir-5)
adpmod(despedir-5, dele-6)
root(ROOT-0, fiquei-7)
advmod(triste-9, tão-8)
acomp(fiquei-7, triste-9)
nsubj(chorei-11, que-10)
ccomp(fiquei-7, chorei-11)
p(fiquei-7, .-12)

cc(chorou-4, E-1)
nsubj(chorou-4, Dilermando-2)
advmod(chorou-4, também-3)
root(ROOT-0, chorou-4)
p(chorou-4, .-5)

det(anos-2, Muitos-1)
root(ROOT-0, anos-2)
advmod(morando-6, depois-3)
nsubj(morando-6, eu-4)
aux(morando-6, estava-5)
rcmod(anos-2, morando-6)
adpmod(morando-6, em-7)
det(país-9, outro-8)
adpobj(em-7, país-9)
nsubj(chama-12, que-10)
prt(chama-12, se-11)
rcmod(país-9, chama-12)
attr(chama-12, Estados-13)
amod(Estados-13, Unidos-14)
adpmod(Estados-13, da-15)
adpobj(da-15, América-16)
p(anos-2, .-17)

cc(comprei-2, E-1)
root(ROOT-0, comprei-2)
det(cachorro-4, um-3)
dobj(comprei-2, cachorro-4)
amod(cachorro-4, americano-5)
adpmod(comprei-2, com-6)
det(nome-8, o-7)
adpobj(com-6, nome-8)
adpmod(nome-8, de-9)
adpobj(de-9, Jack-10)
p(comprei-2, .-11)

neg(lembro-2, Não-1)
root(ROOT-0, lembro-2)
adpmod(lembro-2, de-3)
det(raça-5, que-4)
adpobj(de-3, raça-5)
nsubj(era-7, ele-6)
rcmod(raça-5, era-7)
mark(faço-10, porque-8)
neg(faço-10, não-9)
advcl(era-7, faço-10)
dobj(faço-10, diferenças-11)
nsubj(gosto-13, eu-12)
rcmod(diferenças-11, gosto-13)
adpmod(gosto-13, de-14)
det(raças-17, todas-15)
det(raças-17, as-16)
adpobj(de-14, raças-17)
amod(raças-17, humanas-18)
cc(de-14, e-19)
conj(de-14, de-20)
adpobj(de-20, animais-21)
p(lembro-2, .-22)

nsubj(era-2, Jack-1)
root(ROOT-0, era-2)
adpmod(era-2, daqueles-3)
adpobj(daqueles-3, cachorrões-4)
nsubj(latem-6, que-5)
rcmod(cachorrões-4, latem-6)
det(tempo-8, o-7)
dobj(latem-6, tempo-8)
amod(tempo-8, todo-9)
cc(latem-6, e-10)
conj(latem-6, vigiam-11)
det(casa-13, a-12)
dobj(vigiam-11, casa-13)
mark(entrar-17, para-14)
neg(entrar-17, não-15)
aux(entrar-17, deixar-16)
advcl(vigiam-11, entrar-17)
dobj(entrar-17, ladrão-18)
p(era-2, .-19)

nsubj(fazia-3, Jack-1)
advmod(fazia-3, só-2)
root(ROOT-0, fazia-3)
det(coisas-5, algumas-4)
dobj(fazia-3, coisas-5)
adpmod(fazia-3, na-6)
adpobj(na-6, vida-7)
amod(vida-7, disciplinada-8)
poss(vida-7, dele-9)
p(fazia-3, :-10)
nsubj(comia-12, latia-11)
parataxis(fazia-3, comia-12)
xcomp(comia-12, namorava-13)
det(vigiava-15, muito-14)
dobj(namorava-13, vigiava-15)
adpmod(namorava-13, a-16)
adpobj(a-16, casa-17)
amod(casa-17, dormia-18)
partmod(namorava-13, brincava-19)
adpmod(brincava-19, com-20)
det(gente-22, a-21)
adpobj(com-20, gente-22)
p(fazia-3, .-23)

nsubj(tinha-2, Ele-1)
root(ROOT-0, tinha-2)
det(vida-4, uma-3)
dobj(tinha-2, vida-4)
advmod(animada-6, muito-5)
amod(vida-4, animada-6)
mark(gostava-9, porque-7)
nsubj(gostava-9, ele-8)
advcl(tinha-2, gostava-9)
adpmod(gostava-9, de-10)
adpobj(de-10, tudo-11)
dobj(gostava-9, o-12)
dobj(fazia-14, que-13)
rcmod(o-12, fazia-14)
p(tinha-2, .-15)

root(ROOT-0, Igual-1)
adpmod(Igual-1, a-2)
adpobj(a-2, mim-3)
mark(faço-5, porque-4)
advcl(Igual-1, faço-5)
det(coisas-7, várias-6)
dobj(faço-5, coisas-7)
adpmod(coisas-7, na-8)
adpobj(na-8, vida-9)
cc(vida-9, e-10)
conj(vida-9, gosto-11)
adpmod(vida-9, do-12)
dobj(faço-14, que-13)
rcmod(do-12, faço-14)
p(Igual-1, .-15)

det(coisas-2, Muitas-1)
root(ROOT-0, coisas-2)
nsubj(faço-4, eu-3)
rcmod(coisas-2, faço-4)
adpmod(faço-4, sem-5)
adpcomp(sem-5, gostar-6)
advmod(gostar-6, só-7)
adpmod(gostar-6, por-8)
adpobj(por-8, dever-9)
p(coisas-2, .-10)

nsubj(era-2, Jack-1)
root(ROOT-0, era-2)
advmod(inteligente-4, menos-3)
acomp(era-2, inteligente-4)
nsubj(Dilermando-6, que-5)
ccomp(era-2, Dilermando-6)
cc(Dilermando-6, mas-7)
conj(Dilermando-6, era-8)
det(cachorro-10, um-9)
attr(era-8, cachorro-10)
advmod(corajoso-12, muito-11)
amod(cachorro-10, corajoso-12)
p(era-2, .-13)

nsubj(tinha-3, Ele-1)
neg(tinha-3, não-2)
root(ROOT-0, tinha-3)
dobj(tinha-3, medo-4)
adpmod(medo-4, de-5)
adpobj(de-5, nada-6)
p(tinha-3, .-7)

root(ROOT-0, Sabem-1)
dobj(Sabem-1, o-2)
nsubj(aconteceu-4, que-3)
rcmod(o-2, aconteceu-4)
p(Sabem-1, ?-5)

root(ROOT-0, Foi-1)
det(seguinte-3, o-2)
attr(Foi-1, seguinte-3)
p(seguinte-3, :-4)
adpmod(seguinte-3, de-5)
adpobj(de-5, noite-6)
nsubj(ficava-8, Jack-7)
rcmod(seguinte-3, ficava-8)
adpmod(ficava-8, no-9)
poss(jardim-11, nosso-10)
adpobj(no-9, jardim-11)
amod(jardim-11, defronte-12)
adpmod(jardim-11, de-13)
adpobj(de-13, casa-14)
cc(ficava-8, e-15)
nsubj(metido-19, ele-16)
aux(metido-19, era-17)
advmod(metido-19, tão-18)
conj(ficava-8, metido-19)
det(importante-21, a-20)
dobj(metido-19, importante-21)
nsubj(vigiar-25, que-22)
aux(vigiar-25, passou-23)
adp(vigiar-25, a-24)
rcmod(importante-21, vigiar-25)
det(rua-27, a-26)
dobj(vigiar-25, rua-27)
amod(rua-27, inteira-28)
adpmod(metido-19, sem-29)
nsubj(pedir-31, ninguém-30)
adpcomp(sem-29, pedir-31)
p(Foi-1, .-32)

mark(passava-4, Quando-1)
det(pessoa-3, uma-2)
nsubj(passava-4, pessoa-3)
root(ROOT-0, passava-4)
advmod(longe-6, lá-5)
advmod(passava-4, longe-6)
adpmod(longe-6, na-7)
adpobj(na-7, rua-8)
nsubj(latia-10, ele-9)
xcomp(passava-4, latia-10)
advmod(latia-10, tanto-11)
mark(acordava-13, que-12)
ccomp(latia-10, acordava-13)
det(vizinhança-16, toda-14)
det(vizinhança-16, a-15)
dobj(acordava-13, vizinhança-16)
p(passava-4, .-17)

mwe(que-2, Até-1)
mark(veio-7, que-2)
det(madrugada-4, uma-3)
nmod(veio-7, madrugada-4)
det(vizinho-6, um-5)
nsubj(veio-7, vizinho-6)
root(ROOT-0, veio-7)
adpmod(veio-7, de-8)
adpobj(de-8, pijama-9)
adpmod(veio-7, para-10)
poss(casa-12, nossa-11)
adpobj(para-10, casa-12)
cc(veio-7, e-13)
conj(veio-7, disse-14)
mark(estava-16, que-15)
ccomp(disse-14, estava-16)
acomp(estava-16, cansado-17)
adpmod(cansado-17, de-18)
neg(dormir-20, não-19)
adpcomp(de-18, dormir-20)
cc(estava-16, e-21)
conj(estava-16, que-22)
mark(ficasse-25, se-23)
nsubj(ficasse-25, Jack-24)
adpcomp(que-22, ficasse-25)
mark(dar-29, conosco-26)
nsubj(dar-29, ele-27)
aux(dar-29, ia-28)
advcl(ficasse-25, dar-29)
det(tiro-31, um-30)
dobj(dar-29, tiro-31)
adpmod(dar-29, nele-32)
p(veio-7, .-33)

det(vizinho-2, O-1)
nsubj(estava-3, vizinho-2)
root(ROOT-0, estava-3)
advmod(zangado-5, muito-4)
acomp(estava-3, zangado-5)
cc(estava-3, e-6)
nsubj(vi-8, eu-7)
conj(estava-3, vi-8)
mark(mataria-11, que-9)
nsubj(mataria-11, ele-10)
ccomp(vi-8, mataria-11)
advmod(mataria-11, mesmo-12)
p(estava-3, .-13)

mark(salvar-2, Para-1)
root(ROOT-0, salvar-2)
det(vida-4, a-3)
dobj(salvar-2, vida-4)
adpmod(vida-4, de-5)
nsubj(demos-7, Jack-6)
adpcomp(de-5, demos-7)
dobj(demos-7, ele-8)
adpmod(demos-7, a-9)
det(família-11, uma-10)
adpobj(a-9, família-11)
advmod(boa-13, muito-12)
amod(família-11, boa-13)
nsubj(morava-15, que-14)
rcmod(família-11, morava-15)
adpmod(morava-15, num-16)
adpobj(num-16, sítio-17)
cc(família-11, e-18)
advmod(latir-22, onde-19)
nsubj(latir-22, Jack-20)
aux(latir-22, podia-21)
conj(família-11, latir-22)
adpmod(latir-22, à-23)
adpobj(à-23, vontade-24)
p(salvar-2, .-25)

advmod(tive-2, Só-1)
root(ROOT-0, tive-2)
adpmod(tive-2, na-3)
adpobj(na-3, vida-4)
det(cachorros-7, esses-5)
num(cachorros-7, dois-6)
dobj(tive-2, cachorros-7)
amod(cachorros-7, felizes-8)
p(tive-2, .-9)

advmod(contar-3, Agora-1)
aux(contar-3, vou-2)
root(ROOT-0, contar-3)
det(história-5, uma-4)
dobj(contar-3, história-5)
adpmod(história-5, de-6)
adpobj(de-6, macacos-7)
det(pouco-9, um-8)
appos(história-5, pouco-9)
amod(pouco-9, alegre-10)
cc(pouco-9, e-11)
det(pouco-13, um-12)
conj(pouco-9, pouco-13)
amod(pouco-13, triste-14)
p(contar-3, .-15)

root(ROOT-0, Imaginem-1)
dobj(Imaginem-1, vocês-2)
nsubj(saído-5, que-3)
aux(saído-5, tinha-4)
rcmod(vocês-2, saído-5)
mark(fazer-7, para-6)
advcl(saído-5, fazer-7)
dobj(fazer-7, compras-8)
cc(Imaginem-1, e-9)
mark(voltei-11, quando-10)
conj(Imaginem-1, voltei-11)
cc(voltei-11, e-12)
conj(voltei-11, entrei-13)
adpmod(entrei-13, em-14)
adpobj(em-14, casa-15)
conj(voltei-11, senti-16)
mark(havia-18, que-17)
ccomp(senti-16, havia-18)
det(coisa-20, alguma-19)
dobj(havia-18, coisa-20)
amod(coisa-20, esquisita-21)
partmod(Imaginem-1, acontecendo-22)
p(Imaginem-1, .-23)

det(pessoas-3, Toas-1)
det(pessoas-3, as-2)
nsubj(estavam-4, pessoas-3)
root(ROOT-0, estavam-4)
adpmod(estavam-4, no-5)
adpobj(no-5, terraço-6)
adpmod(terraço-6, dos-7)
adpobj(dos-7, fundos-8)
cc(estavam-4, e-9)
aux(olhar-11, fui-10)
conj(estavam-4, olhar-11)
dobj(olhar-11, o-12)
attr(era-14, que-13)
rcmod(o-12, era-14)
mark(tinha-16, que-15)
csubj(era-14, tinha-16)
advmod(tinha-16, ali-17)
p(estavam-4, .-18)

nsubj(acreditam-3, Vocês-1)
neg(acreditam-3, não-2)
root(ROOT-0, acreditam-3)
mark(esperava-7, que-4)
nsubj(esperava-7, eu-5)
neg(esperava-7, não-6)
ccomp(acreditam-3, esperava-7)
advmod(esperava-7, jamais-8)
nsubj(jamais-8, o-9)
dobj(encontrei-11, que-10)
rcmod(o-9, encontrei-11)
p(o-9, :-12)
det(macaco-14, um-13)
appos(o-9, macaco-14)
p(acreditam-3, .-15)

adpmod(era-3, Na-1)
adpobj(Na-1, verdade-2)
root(ROOT-0, era-3)
det(mico-5, um-4)
attr(era-3, mico-5)
advmod(grande-7, tão-6)
amod(mico-5, grande-7)
cc(grande-7, e-8)
conj(grande-7, forte-9)
adpmod(mico-5, como-10)
prt(fosse-12, se-11)
adpcomp(como-10, fosse-12)
det(filhote-14, um-13)
attr(fosse-12, filhote-14)
adpmod(filhote-14, de-15)
adpobj(de-15, gorila-16)
p(era-3, .-17)

nsubj(estava-2, Ele-1)
root(ROOT-0, estava-2)
advmod(agitado-4, muito-3)
acomp(estava-2, agitado-4)
cc(agitado-4, e-5)
conj(agitado-4, nervoso-6)
mark(conhecia-10, porque-7)
advmod(conhecia-10, ainda-8)
neg(conhecia-10, não-9)
advcl(estava-2, conhecia-10)
advmod(conhecia-10, bem-11)
det(casa-13, a-12)
dobj(conhecia-10, casa-13)
p(estava-2, .-14)

root(ROOT-0, De-1)
amod(agitação-3, pura-2)
adpobj(De-1, agitação-3)
amod(agitação-3, subia-4)
adpmod(agitação-3, de-5)
adpobj(de-5, repente-6)
adpmod(De-1, pelas-7)
adpobj(pelas-7, roupas-8)
amod(roupas-8, estendidas-9)
adpmod(sujando-12, na-10)
adpobj(na-10, corda-11)
adpcomp(De-1, sujando-12)
det(roupas-15, todas-13)
det(roupas-15, as-14)
dobj(sujando-12, roupas-15)
amod(roupas-15, lavadas-16)
p(De-1, .-17)

root(ROOT-0, De-1)
advmod(dava-5, lá-2)
adpmod(lá-2, de-3)
adpobj(de-3, cima-4)
adpcomp(De-1, dava-5)
acomp(dava-5, gritos-6)
adpmod(gritos-6, que-7)
advmod(marinheiro-9, nem-8)
adpobj(que-7, marinheiro-9)
partmod(marinheiro-9, dando-10)
dobj(dando-10, ordens-11)
adpmod(dando-10, num-12)
adpobj(num-12, navio-13)
p(De-1, .-14)

cc(jogava-2, E-1)
root(ROOT-0, jogava-2)
dobj(jogava-2, cascas-3)
adpmod(cascas-3, de-4)
adpobj(de-4, banana-5)
mwe(que-7, mesmo-6)
mark(caíssem-8, que-7)
advcl(jogava-2, caíssem-8)
adpmod(caíssem-8, em-9)
adpobj(em-9, cima-10)
adpmod(cima-10, de-11)
adpobj(de-11, nós-12)
p(jogava-2, .-13)

dep(morar-7, Bom-1)
det(mico-3, esse-2)
nsubj(morar-7, mico-3)
amod(mico-3, enorme-4)
aux(morar-7, passou-5)
adp(morar-7, a-6)
root(ROOT-0, morar-7)
adpmod(morar-7, conosco-8)
p(morar-7, .-9)

mwe(que-2, Sempre-1)
mark(ia-4, que-2)
nsubj(ia-4, eu-3)
advcl(ficava-11, ia-4)
adpmod(ia-4, para-5)
det(área-7, a-6)
adpobj(para-5, área-7)
adpmod(área-7, de-8)
adpobj(de-8, serviço-9)
nsubj(ficava-11, ele-10)
root(ROOT-0, ficava-11)
acomp(ficava-11, alegre-12)
nsubj(pulava-14, que-13)
ccomp(ficava-11, pulava-14)
adpmod(pulava-14, de-15)
det(canto-17, um-16)
adpobj(de-15, canto-17)
adpmod(pulava-14, para-18)
adpobj(para-18, outro-19)
partmod(pulava-14, sujando-20)
dobj(sujando-20, tudo-21)
p(ficava-11, .-22)

nsubj(sabem-2, Vocês-1)
root(ROOT-0, sabem-2)
advmod(bem-4, muito-3)
advmod(sabem-2, bem-4)
mark(é-7, que-5)
nsubj(é-7, macaco-6)
ccomp(sabem-2, é-7)
attr(é-7, bicho-8)
nsubj(parece-12, que-9)
advmod(parece-12, mais-10)
prt(parece-12, se-11)
rcmod(bicho-8, parece-12)
adpmod(parece-12, com-13)
det(pessoas-15, as-14)
adpobj(com-13, pessoas-15)
p(sabem-2, .-16)

det(macaco-2, Esse-1)
nsubj(ter-5, macaco-2)
adpmod(macaco-2, até-3)
adpobj(até-3, parecia-4)
root(ROOT-0, ter-5)
dobj(ter-5, vida-6)
amod(vida-6, humana-7)
p(ter-5, .-8)

root(ROOT-0, Parecia-1)
adpmod(Parecia-1, com-2)
det(homem-4, um-3)
adpobj(com-2, homem-4)
amod(homem-4, maluco-5)
p(Parecia-1, .-6)

mark(fazia-3, Como-1)
nsubj(fazia-3, ele-2)
root(ROOT-0, fazia-3)
det(bagunça-5, uma-4)
dobj(fazia-3, bagunça-5)
amod(bagunça-5, horrível-6)
adpmod(fazia-3, na-7)
adpobj(na-7, casa-8)
parataxis(fazia-3, resolvi-9)
dobj(resolvi-9, dá-lo-10)
adpmod(dá-lo-10, às-11)
adpobj(às-11, crianças-12)
adpmod(crianças-12, do-13)
adpobj(do-13, morro-14)
nsubj(adoram-16, que-15)
rcmod(morro-14, adoram-16)
acomp(adoram-16, micos-17)
p(fazia-3, .-18)

adpmod(ficou-5, Em-1)
adpobj(Em-1, casa-2)
det(mundo-4, todo-3)
nsubj(ficou-5, mundo-4)
root(ROOT-0, ficou-5)
acomp(ficou-5, triste-6)
cc(triste-6, e-7)
conj(triste-6, zangado-8)
adpmod(ficou-5, comigo-9)
p(ficou-5, .-10)

root(ROOT-0, Passou-se-1)
advmod(um-3, mais-2)
num(ano-4, um-3)
nmod(Passou-se-1, ano-4)
p(Passou-se-1, .-5)

det(tarde-2, Uma-1)
root(ROOT-0, tarde-2)
nsubj(andando-5, eu-3)
aux(andando-5, estava-4)
rcmod(tarde-2, andando-5)
adpmod(andando-5, pelas-6)
adpobj(pelas-6, ruas-7)
mark(comprar-9, para-8)
advcl(andando-5, comprar-9)
dobj(comprar-9, presentes-10)
adpmod(presentes-10, de-11)
adpobj(de-11, Natal-12)
p(tarde-2, .-13)

det(ruas-2, As-1)
nsubj(estavam-3, ruas-2)
root(ROOT-0, estavam-3)
advmod(cheias-5, muito-4)
acomp(estavam-3, cheias-5)
adpmod(cheias-5, de-6)
nsubj(comprando-8, pessoas-7)
adpcomp(de-6, comprando-8)
acomp(comprando-8, presentes-9)
p(estavam-3, .-10)

adpmod(vi-6, No-1)
adpobj(No-1, meio-2)
adpmod(meio-2, daquela-3)
adpobj(daquela-3, gente-4)
amod(gente-4, toda-5)
advcl(olhar-10, vi-6)
