nsubj(era-2, Ele-1)
dobj(chocaram-8, se-7)
conj(respondi-2, chocaram-8)
advmod(chocaram-8, dentro-9)
adpmod(dentro-9, de-10)
adpobj(de-10, mim-11)
p(respondi-2, .-12)

poss(pensamento-2, Meu-1)
nsubj(vibrou-3, pensamento-2)
root(ROOT-0, vibrou-3)
adpmod(vibrou-3, como-4)
det(grito-6, um-5)
adpobj(como-4, grito-6)
amod(grito-6, agudo-7)
p(grito-6, :-8)
advmod(isso-12, Só-9)
nsubj(isso-12, isso-10)
advmod(isso-12, só-11)
dobj(libertar-16, isso-12)
p(isso-12, :-13)
aux(libertar-16, vou-14)
dobj(libertar-16, me-15)
parataxis(grito-6, libertar-16)
p(vibrou-3, !-17)

root(ROOT-0, Estou-1)
acomp(Estou-1, livre-2)
p(Estou-1, !-3)

root(ROOT-0, Sentamo-nos-1)
adpmod(Sentamo-nos-1, no-2)
adpobj(no-2, sofá-3)
p(Sentamo-nos-1, .-4)

cc(senti-6, E-1)
adpmod(senti-6, no-2)
adpobj(no-2, silêncio-3)
adpmod(silêncio-3, da-4)
adpobj(da-4, sala-5)
root(ROOT-0, senti-6)
det(paz-8, a-7)
dobj(senti-6, paz-8)
p(senti-6, .-9)

nsubj(pensava-2, Nada-1)
root(ROOT-0, pensava-2)
cc(pensava-2, e-3)
conj(pensava-2, apoiava-me-4)
adpmod(apoiava-me-4, em-5)
adpobj(em-5, Jaime-6)
adpmod(apoiava-me-4, com-7)
adpobj(com-7, serenidade-8)
p(pensava-2, .-9)

p(ficar-4, --1)
neg(ficar-4, Não-2)
aux(ficar-4, poderíamos-3)
root(ROOT-0, ficar-4)
advmod(ficar-4, assim-5)
det(vida-7, a-6)
dobj(ficar-4, vida-7)
amod(vida-7, inteira-8)
p(ficar-4, ?-9)

nsubj(riu-2, Ele-1)
root(ROOT-0, riu-2)
p(riu-2, .-3)

root(ROOT-0, Alisou-1)
poss(mãos-3, minhas-2)
dobj(Alisou-1, mãos-3)
p(Alisou-1, .-4)

p(Sabes-2, --1)
root(ROOT-0, Sabes-2)
p(Sabes-2, ?-3)

root(ROOT-0, Gosto-1)
advmod(de-3, mais-2)
adpmod(Gosto-1, de-3)
adpobj(de-3, ti-4)
adpmod(ti-4, sem-5)
adpobj(sem-5, verniz-6)
adpmod(Gosto-1, nas-7)
adpobj(nas-7, unhas-8)
p(Gosto-1, .-9)

p(Deferido-2, --1)
root(ROOT-0, Deferido-2)
dobj(pedido-4, o-3)
partmod(Deferido-2, pedido-4)
poss(senhor-6, meu-5)
dobj(pedido-4, senhor-6)
p(Deferido-2, .-7)

p(foi-4, --1)
cc(foi-4, Mas-2)
neg(foi-4, não-3)
root(ROOT-0, foi-4)
det(pedido-6, um-5)
attr(foi-4, pedido-6)
p(foi-4, :-7)
parataxis(foi-4, foi-8)
det(ordem-10, uma-9)
attr(foi-8, ordem-10)
p(foi-4, .-11)

mwe(de-2, Depois-1)
mark(ventando-me-6, de-2)
amod(silêncio-5, novo-3)
det(silêncio-5, o-4)
nsubj(ventando-me-6, silêncio-5)
root(ROOT-0, ventando-me-6)
det(ouvidos-8, os-7)
dobj(ventando-me-6, ouvidos-8)
det(olhos-10, os-9)
nsubj(tirando-me-11, olhos-10)
rcmod(ouvidos-8, tirando-me-11)
det(força-13, a-12)
dobj(tirando-me-11, força-13)
p(ventando-me-6, .-14)

root(ROOT-0, Estava-1)
acomp(Estava-1, bom-2)
advmod(bom-4, suavemente-3)
amod(bom-2, bom-4)
p(Estava-1, .-5)

nsubj(passou-2, Ele-1)
root(ROOT-0, passou-2)
det(mãos-4, as-3)
dobj(passou-2, mãos-4)
adpmod(passou-2, pelos-5)
poss(cabelos-7, meus-6)
adpobj(pelos-5, cabelos-7)
p(passou-2, .-8)

advmod(trespassado-8, Então-1)
mark(trespassado-8, como-2)
mark(lança-5, se-3)
nsubj(lança-5, uma-4)
advcl(trespassado-8, lança-5)
aux(trespassado-8, tivesse-6)
dobj(trespassado-8, me-7)
advcl(entesei-me-11, trespassado-8)
det(costas-10, as-9)
nsubj(entesei-me-11, costas-10)
root(ROOT-0, entesei-me-11)
advmod(entesei-me-11, subitamente-12)
adpmod(entesei-me-11, no-13)
adpobj(no-13, sofá-14)
partmod(entesei-me-11, abri-15)
det(olhos-17, os-16)
dobj(abri-15, olhos-17)
amod(olhos-17, fitei-os-18)
partmod(abri-15, dilatados-19)
adpmod(dilatados-19, no-20)
adpobj(no-20, ar-21)
p(entesei-me-11, .-22)

p(foi-3, --1)
nsubj(foi-3, Que-2)
root(ROOT-0, foi-3)
p(foi-3, ?-4)

p(perguntou-me-2, --1)
root(ROOT-0, perguntou-me-2)
adpobj(perguntou-me-2, Jaime-3)
amod(Jaime-3, inquieto-4)
p(perguntou-me-2, .-5)

poss(cabelos-2, Seus-1)
root(ROOT-0, cabelos-2)
p(cabelos-2, .-3)

advmod(pensei-3, Sim-1)
advmod(pensei-3, sim-2)
root(ROOT-0, pensei-3)
adpmod(pensei-3, com-4)
det(sorriso-7, um-5)
amod(sorriso-7, ligeiro-6)
adpobj(com-4, sorriso-7)
adpmod(sorriso-7, de-8)
adpobj(de-8, triunfo-9)
poss(cabelos-11, seus-10)
nsubj(eram-12, cabelos-11)
ccomp(pensei-3, eram-12)
acomp(eram-12, negros-13)
p(pensei-3, .-14)

det(olhos-2, Os-1)
root(ROOT-0, olhos-2)
p(olhos-2, .-3)

det(momento-2, Um-1)
root(ROOT-0, momento-2)
p(momento-2, .-3)

det(olhos-2, Os-1)
root(ROOT-0, olhos-2)
p(olhos-2, .-3)

root(ROOT-0, pretos-1)
advmod(pretos-1, também-2)
p(pretos-1, ?-3)

adpmod(resolvi-4, Nessa-1)
amod(noite-3, mesma-2)
adpobj(Nessa-1, noite-3)
root(ROOT-0, resolvi-4)
xcomp(resolvi-4, ir-5)
partmod(ir-5, embora-6)
p(resolvi-4, .-7)

cc(pensei-5, E-1)
adpmod(pensei-5, de-2)
adpobj(de-2, repente-3)
neg(pensei-5, não-4)
root(ROOT-0, pensei-5)
advmod(pensei-5, mais-6)
adpmod(pensei-5, no-7)
adpobj(no-7, assunto-8)
adpmod(assunto-8, despreocupei-me-9)
adpobj(despreocupei-me-9, tornei-10)
amod(tornei-10, agradável-11)
nsubj(serão-13, o-12)
advcl(pensei-5, serão-13)
adpmod(serão-13, de-14)
adpobj(de-14, Jaime-15)
p(pensei-5, .-16)

root(ROOT-0, Deitei-me-1)
amod(Deitei-me-1, serena-2)
cc(Deitei-me-1, e-3)
conj(Deitei-me-1, dormi-4)
adpmod(dormi-4, até-5)
det(dia-7, o-6)
adpobj(até-5, dia-7)
amod(dia-7, seguinte-8)
cc(Deitei-me-1, como-9)
neg(fizera-12, não-10)
det(fizera-12, o-11)
nsubj(há-13, fizera-12)
conj(Deitei-me-1, há-13)
advmod(há-13, muito-14)
p(Deitei-me-1, .-15)

root(ROOT-0, Esperei-1)
mark(fosse-4, que-2)
nsubj(fosse-4, Jaime-3)
ccomp(Esperei-1, fosse-4)
adpmod(fosse-4, ao-5)
adpobj(ao-5, trabalho-6)
p(Esperei-1, .-7)

aux(criada-3, Mandei-1)
adp(criada-3, a-2)
root(ROOT-0, criada-3)
adpmod(criada-3, para-4)
adpobj(para-4, casa-5)
adpmod(criada-3, em-6)
adpobj(em-6, folga-7)
p(criada-3, .-8)

root(ROOT-0, Arrumei-1)
det(mala-4, uma-2)
amod(mala-4, pequena-3)
dobj(Arrumei-1, mala-4)
adpmod(mala-4, com-5)
det(essencial-7, o-6)
adpcomp(com-5, essencial-7)
p(Arrumei-1, .-8)

mwe(de-2, Antes-1)
mark(sair-3, de-2)
advcl(evolou-se-6, sair-3)
adpmod(sair-3, no-4)
adpcomp(no-4, entanto-5)
root(ROOT-0, evolou-se-6)
advmod(evolou-se-6, subitamente-7)
poss(serenidade-9, minha-8)
dobj(evolou-se-6, serenidade-9)
p(evolou-se-6, .-10)

nsubj(repetidos-3, Movimentos-1)
amod(Movimentos-1, inúteis-2)
root(ROOT-0, repetidos-3)
dobj(repetidos-3, pensamentos-4)
amod(pensamentos-4, rápidos-5)
cc(rápidos-5, e-6)
conj(rápidos-5, atropelados-7)
p(repetidos-3, .-8)

root(ROOT-0, Parecia-me-1)
mark(estava-4, que-2)
nsubj(estava-4, Daniel-3)
ccomp(Parecia-me-1, estava-4)
advmod(estava-4, junto-5)
adpmod(junto-5, de-6)
adpobj(de-6, mim-7)
poss(presença-9, sua-8)
dobj(estava-4, presença-9)
advmod(palpável-11, quase-10)
amod(presença-9, palpável-11)
p(presença-9, :-12)
det(teus-14, Estes-13)
appos(presença-9, teus-14)
adpmod(teus-14, olhos-15)
adpobj(olhos-15, desenhados-16)
adpmod(desenhados-16, à-17)
adpobj(à-17, flor-18)
adpmod(flor-18, do-19)
adpobj(do-19, rosto-20)
adpmod(desenhados-16, com-21)
det(pincel-23, um-22)
adpobj(com-21, pincel-23)
amod(pincel-23, fino-24)
det(tinta-26, pouca-25)
appos(desenhados-16, tinta-26)
p(Parecia-me-1, .-27)

root(ROOT-0, Minuciosos-1)
amod(Minuciosos-1, claros-2)
amod(Minuciosos-1, incapazes-3)
adpmod(incapazes-3, de-4)
adpcomp(de-4, fazer-5)
advmod(fazer-5, bem-6)
cc(fazer-5, ou-7)
conj(fazer-5, mal-8)
p(Minuciosos-1, .-9)

adpmod(resolvi-4, Numa-1)
adpobj(Numa-1, inspiração-2)
amod(inspiração-2, súbita-3)
root(ROOT-0, resolvi-4)
xcomp(resolvi-4, deixar-5)
det(bilhete-7, um-6)
dobj(deixar-5, bilhete-7)
adpmod(deixar-5, a-8)
adpobj(a-8, Jaime-9)
det(bilhete-11, um-10)
dobj(deixar-5, bilhete-11)
nsubj(ferisse-14, que-12)
dobj(ferisse-14, o-13)
rcmod(bilhete-11, ferisse-14)
adpmod(ferisse-14, como-15)
adpobj(como-15, Daniel-16)
dobj(feriria-18, o-17)
advcl(ferisse-14, feriria-18)
p(resolvi-4, !-19)

root(ROOT-0, Que-1)
det(deixasse-3, o-2)
adpobj(Que-1, deixasse-3)
amod(deixasse-3, perturbado-4)
partmod(deixasse-3, esmagado-5)
p(deixasse-3, .-6)

root(ROOT-0, E-1)
advmod(com-3, apenas-2)
adpmod(E-1, com-3)
det(orgullho-5, o-4)
adpobj(com-3, orgullho-5)
adpmod(orgullho-5, de-6)
adpcomp(de-6, mostrar-7)
det(Daniel-9, a-8)
dobj(mostrar-7, Daniel-9)
mark(era-12, que-10)
nsubj(era-12, eu-11)
rcmod(Daniel-9, era-12)
acomp(era-12, forte-13)
adpmod(era-12, sem-14)
det(remorso-16, nenhum-15)
nsubj(escrevi-17, remorso-16)
adpcomp(sem-14, escrevi-17)
advmod(escrevi-17, deliberadamente-18)
amod(fazer-me-20, tentanto-19)
nsubj(deliberadamente-18, fazer-me-20)
amod(fazer-me-20, longínqua-21)
cc(longínqua-21, e-22)
conj(longínqua-21, inatingível-23)
p(fazer-me-20, :-24)
dep(fazer-me-20, Vou-25)
partmod(Vou-25, embora-26)
p(embora-26, .-27)

root(ROOT-0, Estou-1)
acomp(Estou-1, cansada-2)
adpmod(cansada-2, de-3)
adpcomp(de-3, viver-4)
adpmod(viver-4, contigo-5)
p(Estou-1, .-6)

mark(compreender-me-4, Se-1)
neg(consegues-3, não-2)
nsubj(compreender-me-4, consegues-3)
advcl(confia-7, compreender-me-4)
adpmod(compreender-me-4, pelo-5)
adpcomp(pelo-5, menos-6)
root(ROOT-0, confia-7)
adpmod(confia-7, em-8)
adpobj(em-8, mim-9)
p(confia-7, :-10)
parataxis(confia-7, digo-te-11)
mark(mereço-13, que-12)
ccomp(digo-te-11, mereço-13)
xcomp(mereço-13, ser-14)
acomp(ser-14, perdoada-15)
p(confia-7, .-16)

mark(julgues-11, Se-1)
nsubj(julgues-11, fosses-2)
advmod(inteligente-4, mais-3)
amod(fosses-2, inteligente-4)
nsubj(diria-7, eu-5)
dobj(diria-7, te-6)
partmod(fosses-2, diria-7)
p(diria-7, :-8)
neg(julgues-11, não-9)
iobj(julgues-11, me-10)
root(ROOT-0, julgues-11)
neg(perdoes-13, não-12)
dobj(julgues-11, perdoes-13)
nsubj(é-15, ninguém-14)
rcmod(perdoes-13, é-15)
acomp(é-15, capaz-16)
adpmod(capaz-16, de-17)
adpobj(de-17, fazê-lo-18)
p(julgues-11, .-19)

root(ROOT-0, No-1)
adpcomp(No-1, entanto-2)
adpmod(No-1, para-3)
adpcomp(para-3, tua-4)
dobj(tua-4, paz-5)
amod(paz-5, perdoa-me-6)
p(No-1, .-7)

root(ROOT-0, Tomei-1)
advmod(Tomei-1, silenciosamente-2)
poss(lugar-4, meu-3)
dobj(Tomei-1, lugar-4)
advmod(Tomei-1, junto-5)
adpmod(junto-5, a-6)
adpobj(a-6, Daniel-7)
p(Tomei-1, .-8)

advmod(apoderei-me-2, Gradualmente-1)
root(ROOT-0, apoderei-me-2)
adpmod(apoderei-me-2, de-3)
poss(vida-5, sua-4)
adpobj(de-3, vida-5)
amod(vida-5, diária-6)
partmod(apoderei-me-2, substituí-o-7)
adpmod(substituí-o-7, como-8)
det(enfermeira-10, uma-9)
adpobj(como-8, enfermeira-10)
adpmod(enfermeira-10, em-11)
poss(movimentos-13, seus-12)
adpobj(em-11, movimentos-13)
p(apoderei-me-2, .-14)

root(ROOT-0, Cuidei-1)
adpmod(Cuidei-1, de-2)
poss(livros-4, seus-3)
adpobj(de-2, livros-4)
adpmod(livros-4, de-5)
poss(roupas-7, suas-6)
adpobj(de-5, roupas-7)
partmod(Cuidei-1, tornei-8)
advmod(claro-10, mais-9)
acomp(tornei-8, claro-10)
det(ambiente-13, o-11)
poss(ambiente-13, seu-12)
dobj(tornei-8, ambiente-13)
p(Cuidei-1, .-14)

nsubj(agradecia-4, Ele-1)
neg(agradecia-4, não-2)
aux(agradecia-4, mo-3)
root(ROOT-0, agradecia-4)
p(agradecia-4, .-5)

root(ROOT-0, Aceitava-1)
advmod(Aceitava-1, simplesmente-2)
mark(aceitara-4, como-3)
advcl(Aceitava-1, aceitara-4)
poss(companhia-6, minha-5)
dobj(aceitara-4, companhia-6)
p(Aceitava-1, .-7)

root(ROOT-0, Quanto-1)
adpmod(Quanto-1, a-2)
adpobj(a-2, mim-3)
adpmod(Quanto-1, desde-4)
det(instante-6, o-5)
adpobj(desde-4, instante-6)
adpmod(instante-6, em-7)
nsubj(saltando-9, que-8)
adpcomp(em-7, saltando-9)
adpmod(saltando-9, do-10)
adpobj(do-10, trem-11)
partmod(trem-11, aproximei-me-12)
adpmod(aproximei-me-12, de-13)
adpobj(de-13, Daniel-14)
mark(repelida-17, sem-15)
auxpass(repelida-17, ser-16)
advcl(foi-20, repelida-17)
poss(atitude-19, minha-18)
nsubj(foi-20, atitude-19)
advcl(saltando-9, foi-20)
attr(foi-20, uma-21)
advmod(uma-21, só-22)
p(Quanto-1, .-23)

root(ROOT-0, Nem-1)
adpmod(Nem-1, de-2)
adpobj(de-2, contentamento-3)
adpmod(Nem-1, por-4)
adpobj(por-4, ele-5)
cc(por-4, nem-6)
conj(por-4, de-7)
adpobj(de-7, remorsos-8)
adpmod(por-4, por-9)
adpobj(por-9, Jaime-10)
p(Nem-1, .-11)

advmod(alívio-4, Nem-1)
advmod(alívio-4, propriamente-2)
adp(propriamente-2, de-3)
root(ROOT-0, alívio-4)
p(alívio-4, .-5)

root(ROOT-0, Era-1)
mark(voltasse-4, como-2)
prt(voltasse-4, se-3)
advcl(Era-1, voltasse-4)
adpmod(voltasse-4, à-5)
poss(fonte-7, minha-6)
adpobj(à-5, fonte-7)
p(Era-1, .-8)

advmod(cortado-6, Como-1)
mark(cortado-6, se-2)
advmod(cortado-6, anteriormente-3)
dobj(cortado-6, me-4)
aux(cortado-6, tivessem-5)
root(ROOT-0, cortado-6)
adpmod(cortado-6, de-7)
det(rocha-9, uma-8)
adpobj(de-7, rocha-9)
partmod(cortado-6, lançado-10)
adpmod(lançado-10, à-11)
adpobj(à-11, vida-12)
adpmod(lançado-10, como-13)
adpobj(como-13, mulher-14)
cc(cortado-6, e-15)
nsubj(retornasse-18, eu-16)
advmod(retornasse-18, depois-17)
conj(cortado-6, retornasse-18)
adpmod(retornasse-18, à-19)
poss(matriz-22, minha-20)
amod(matriz-22, verdadeira-21)
adpobj(à-19, matriz-22)
adpmod(retornasse-18, como-23)
det(suspiro-26, um-24)
amod(suspiro-26, último-25)
adpobj(como-23, suspiro-26)
det(olhos-28, os-27)
nsubj(imobilizando-me-31, olhos-28)
amod(olhos-28, fechados-29)
amod(olhos-28, serena-30)
partmod(suspiro-26, imobilizando-me-31)
adpmod(imobilizando-me-31, para-32)
det(eternidade-34, a-33)
adpobj(para-32, eternidade-34)
p(cortado-6, .-35)

neg(refletia-2, Não-1)
root(ROOT-0, refletia-2)
adpmod(refletia-2, sobre-3)
det(situação-5, a-4)
adpobj(sobre-3, situação-5)
cc(refletia-2, mas-6)
mark(analisava-9, quando-7)
det(analisava-9, a-8)
advcl(era-12, analisava-9)
det(vez-11, alguma-10)
nsubj(era-12, vez-11)
conj(refletia-2, era-12)
advmod(era-12, sempre-13)
adpmod(sempre-13, do-14)
amod(modo-16, mesmo-15)
adpobj(do-14, modo-16)
p(modo-16, :-17)
amod(modo-16, vivo-18)
adpmod(vivo-18, com-19)
adpobj(com-19, ele-20)
cc(refletia-2, e-21)
conj(refletia-2, é-22)
attr(é-22, tudo-23)
p(refletia-2, .-24)

root(ROOT-0, Permanecia-1)
advmod(Permanecia-1, junto-2)
adpmod(junto-2, do-3)
adpcomp(do-3, poderoso-4)
adpmod(poderoso-4, do-5)
nsubj(sabia-7, que-6)
rcmod(do-5, sabia-7)
nsubj(bastava-10, isso-8)
dobj(bastava-10, me-9)
ccomp(sabia-7, bastava-10)
p(Permanecia-1, .-11)

adpmod(durou-4, Por-1)
adpobj(Por-1, que-2)
neg(durou-4, não-3)
root(ROOT-0, durou-4)
advmod(durou-4, sempre-5)
det(morte-7, aquela-6)
dobj(durou-4, morte-7)
amod(morte-7, ideal-8)
p(durou-4, ?-9)

det(pouco-2, Um-1)
root(ROOT-0, pouco-2)
adpmod(pouco-2, de-3)
adpobj(de-3, clarividência-4)
adpmod(pouco-2, em-5)
det(momentos-7, certos-6)
nsubj(advertia-me-8, momentos-7)
adpcomp(em-5, advertia-me-8)
adpmod(advertia-me-8, de-9)
mark(passageira-16, que-10)
det(paz-12, a-11)
nsubjpass(passageira-16, paz-12)
advmod(passageira-16, só-13)
aux(passageira-16, poderia-14)
auxpass(passageira-16, ser-15)
adpcomp(de-9, passageira-16)
p(pouco-2, .-17)

root(ROOT-0, Adivinhava-1)
mark(bastaria-6, que-2)
neg(bastaria-6, nem-3)
advmod(bastaria-6, sempre-4)
iobj(bastaria-6, me-5)
ccomp(Adivinhava-1, bastaria-6)
xcomp(bastaria-6, viver-7)
dobj(viver-7, Daniel-8)
p(Adivinhava-1, .-9)

root(ROOT-0, E-1)
det(afundava-3, mais-2)
nsubj(E-1, afundava-3)
adpmod(afundava-3, na-4)
adpobj(na-4, inexistência-5)
partmod(inexistência-5, concedendo-me-6)
nsubj(adiando-8, tréguas-7)
partmod(concedendo-me-6, adiando-8)
det(momento-10, o-9)
dobj(adiando-8, momento-10)
adpmod(adiando-8, em-11)
dobj(buscaria-15, que-12)
nsubj(buscaria-15, eu-13)
amod(eu-13, própria-14)
adpcomp(em-11, buscaria-15)
det(vida-17, a-16)
dobj(buscaria-15, vida-17)
mark(descobrir-19, para-18)
advcl(buscaria-15, descobrir-19)
xcomp(descobrir-19, sozinha-20)
advmod(sozinha-20, através-21)
adpmod(através-21, de-22)
poss(sofrimento-25, meu-23)
amod(sofrimento-25, próprio-24)
adpobj(de-22, sofrimento-25)
p(E-1, .-26)

root(ROOT-0, Por-1)
advmod(assistia-o-3, enquanto-2)
adpcomp(Por-1, assistia-o-3)
advmod(assistia-o-3, apenas-4)
cc(assistia-o-3, e-5)
conj(assistia-o-3, repousava-6)
p(Por-1, .-7)

det(dias-2, Os-1)
nsubj(correram-3, dias-2)
root(ROOT-0, correram-3)
det(meses-5, os-4)
nsubj(tombaram-6, meses-5)
xcomp(correram-3, tombaram-6)
adpmod(tombaram-6, uns-7)
adpmod(uns-7, sobre-8)
det(outros-10, os-9)
adpobj(sobre-8, outros-10)
p(correram-3, .-11)

det(hábito-2, O-1)
nsubj(instalou-se-3, hábito-2)
root(ROOT-0, instalou-se-3)
adpmod(instalou-se-3, na-4)
poss(existência-6, minha-5)
adpobj(na-4, existência-6)
cc(instalou-se-3, e-7)
advmod(guiada-9, já-8)
conj(instalou-se-3, guiada-9)
adpmod(guiada-9, por-10)
adpobj(por-10, ele-11)
parataxis(guiada-9, é-12)
mark(ocupava-15, que-13)
iobj(ocupava-15, me-14)
csubj(é-12, ocupava-15)
dobj(ocupava-15, minuto-16)
adpmod(ocupava-15, por-17)
adpobj(por-17, minuto-18)
adpmod(ocupava-15, com-19)
adpobj(com-19, Daniel-20)
p(instalou-se-3, .-21)

advmod(ouvia-4, Já-1)
neg(ouvia-4, não-2)
nsubj(ouvia-4, o-3)
root(ROOT-0, ouvia-4)
advmod(exaltada-6, fremente-5)
acomp(ouvia-4, exaltada-6)
adpmod(exaltada-6, como-7)
adpobj(como-7, outrora-8)
p(ouvia-4, .-9)

nsubj(entrara-3, Eu-1)
nsubj(entrara-3, nele-2)
root(ROOT-0, entrara-3)
p(entrara-3, .-4)

nsubj(surpreendia-4, Nada-1)
advmod(surpreendia-4, mais-2)
dobj(surpreendia-4, me-3)
root(ROOT-0, surpreendia-4)
p(surpreendia-4, .-5)

advmod(sorria-2, Nunca-1)
root(ROOT-0, sorria-2)
dobj(sorria-2, desaprendera-3)
adpmod(desaprendera-3, da-4)
adpobj(da-4, alegria-5)
p(sorria-2, .-6)

adpmod(afastaria-5, No-1)
adpcomp(No-1, entanto-2)
neg(afastaria-5, não-3)
dobj(afastaria-5, me-4)
root(ROOT-0, afastaria-5)
adpmod(afastaria-5, de-6)
poss(vida-8, sua-7)
adpobj(de-6, vida-8)
cc(afastaria-5, nem-9)
mark(ser-11, para-10)
advcl(afastaria-5, ser-11)
acomp(ser-11, feliz-12)
p(afastaria-5, .-13)

nsubj(era-4, Eu-1)
neg(era-4, não-2)
nsubj(era-4, o-3)
root(ROOT-0, era-4)
advmod(infeliz-6, nem-5)
acomp(era-4, infeliz-6)
dep(era-4, embora-7)
p(era-4, .-8)

root(ROOT-0, De-1)
det(modo-3, tal-2)
adpobj(De-1, modo-3)
nsubj(incorporara-6, eu-4)
dobj(incorporara-6, me-5)
rcmod(modo-3, incorporara-6)
adpmod(incorporara-6, à-7)
adpobj(à-7, situação-8)
appos(situação-8, que-9)
adpmod(que-9, dela-10)
neg(mais-12, não-11)
advmod(recebia-13, mais-12)
adpcomp(dela-10, recebia-13)
nsubj(recebia-13, estímulos-14)
cc(estímulos-14, e-15)
conj(estímulos-14, sensações-16)
nsubj(permitissem-19, que-17)
iobj(permitissem-19, me-18)
rcmod(estímulos-14, permitissem-19)
dobj(permitissem-19, tonalizá-la-20)
p(De-1, .-21)

advmod(receio-3, Apenas-1)
det(receio-3, um-2)
nsubj(perturbava-4, receio-3)
root(ROOT-0, perturbava-4)
poss(paz-7, minha-5)
amod(paz-7, estranha-6)
dobj(perturbava-4, paz-7)
p(paz-7, :-8)
appos(paz-7, o-9)
adpmod(o-9, de-10)
mark(mandasse-14, que-11)
nsubj(mandasse-14, Daniel-12)
dobj(mandasse-14, me-13)
adpcomp(de-10, mandasse-14)
partmod(mandasse-14, embora-15)
p(perturbava-4, .-16)

adpmod(cosendo-3, Às-1)
adpobj(Às-1, vezes-2)
root(ROOT-0, cosendo-3)
advmod(cosendo-3, silenciosamente-4)
poss(roupas-6, suas-5)
dobj(cosendo-3, roupas-6)
adpmod(cosendo-3, ao-7)
poss(lado-9, seu-8)
nsubj(pressentia-10, lado-9)
adpcomp(ao-7, pressentia-10)
mark(falar-14, que-11)
nsubj(falar-14, ele-12)
aux(falar-14, ia-13)
ccomp(pressentia-10, falar-14)
p(cosendo-3, .-15)

aux(costura-3, Abandonava-1)
adp(costura-3, a-2)
ccomp(ir-15, costura-3)
adpmod(costura-3, sobre-4)
det(empalidecia-7, o-5)
amod(empalidecia-7, regaço-6)
adpobj(sobre-4, empalidecia-7)
cc(costura-3, e-8)
conj(costura-3, esperava-9)
poss(ordem-11, sua-10)
dobj(esperava-9, ordem-11)
p(costura-3, :-12)
p(ir-15, --13)
aux(ir-15, Pode-14)
root(ROOT-0, ir-15)
p(ir-15, .-16)

cc(retomava-15, E-1)
mark(dizer-me-5, quando-2)
advmod(dizer-me-5, afinal-3)
aux(dizer-me-5, ouvia-o-4)
advcl(retomava-15, dizer-me-5)
det(coisa-7, qualquer-6)
dobj(dizer-me-5, coisa-7)
cc(dizer-me-5, ou-8)
conj(dizer-me-5, rir-9)
adpmod(rir-9, de-10)
adpobj(de-10, mim-11)
adpmod(rir-9, por-12)
det(motivo-14, algum-13)
adpobj(por-12, motivo-14)
root(ROOT-0, retomava-15)
det(pano-17, o-16)
dobj(retomava-15, pano-17)
cc(retomava-15, e-18)
conj(retomava-15, continuava-19)
det(trabalho-21, o-20)
dobj(continuava-19, trabalho-21)
det(dedos-23, os-22)
appos(trabalho-21, dedos-23)
amod(dedos-23, trêmulos-24)
adpmod(dedos-23, por-25)
det(instantes-27, alguns-26)
adpobj(por-25, instantes-27)
p(retomava-15, .-28)

det(fim-2, O-1)
nsubj(estava-5, fim-2)
adpmod(fim-2, no-3)
adpcomp(no-3, entanto-4)
root(ROOT-0, estava-5)
acomp(estava-5, próximo-6)
p(estava-5, .-7)

det(dia-2, Um-1)
root(ROOT-0, dia-2)
adpmod(saí-5, em-3)
adpobj(em-3, que-4)
rcmod(dia-2, saí-5)
advmod(saí-5, cedo-6)
adpmod(saí-5, por-7)
det(acidente-9, um-8)
adpobj(por-7, acidente-9)
adpmod(saí-5, numa-10)
adpmod(numa-10, das-11)
adpobj(das-11, estradas-12)
adpmod(estradas-12, demorei-me-13)
det(fora-15, demais-14)
adpobj(demorei-me-13, fora-15)
adpmod(fora-15, de-16)
adpobj(de-16, casa-17)
p(dia-2, .-18)

mark(voltei-2, Quando-1)
root(ROOT-0, voltei-2)
adpmod(voltei-2, ao-3)
amod(encontrei-o-5, quarto-4)
adpobj(ao-3, encontrei-o-5)
amod(encontrei-o-5, irritado-6)
det(olhos-8, os-7)
nsubj(voltei-2, olhos-8)
amod(olhos-8, fixos-9)
adpmod(voltei-2, em-10)
det(ponto-12, qualquer-11)
adpobj(em-10, ponto-12)
amod(ponto-12, mudo-13)
adpmod(voltei-2, ao-14)
poss(boa-noite-16, meu-15)
adpobj(ao-14, boa-noite-16)
p(voltei-2, .-17)

advmod(jantara-3, Ainda-1)
neg(jantara-3, não-2)
root(ROOT-0, jantara-3)
cc(jantara-3, e-4)
conj(jantara-3, como-5)
nsubj(pedisse-11, eu-6)
nsubj(pedisse-11, cheia-7)
adpmod(cheia-7, de-8)
adpobj(de-8, remorsos-9)
iobj(pedisse-11, lhe-10)
adpcomp(como-5, pedisse-11)
mark(comer-13, para-12)
advcl(pedisse-11, comer-13)
det(coisa-15, alguma-14)
nsubj(guardou-16, coisa-15)
xcomp(comer-13, guardou-16)
det(silêncio-19, um-17)
amod(silêncio-19, longo-18)
dobj(guardou-16, silêncio-19)
amod(silêncio-19, proposital-20)
cc(jantara-3, e-21)
advmod(informou-23, finalmente-22)
conj(jantara-3, informou-23)
xcomp(informou-23, perscrutando-24)
adpmod(perscrutando-24, com-25)
