det(apito-2, O-1)
conj(No-1, havia-15)
det(assistência-17, pouca-16)
dobj(havia-15, assistência-17)
advmod(estava-29, além-18)
adpmod(além-18, das-19)
adpobj(das-19, professoras-20)
cc(das-19, e-21)
conj(das-19, das-22)
adpobj(das-22, crianças-23)
cc(além-18, mas-24)
det(Praça-26, a-25)
nsubj(estava-29, Praça-26)
adpmod(Praça-26, da-27)
adpobj(da-27, Matriz-28)
ccomp(havia-15, estava-29)
acomp(estava-29, cheia-30)
p(No-1, .-31)

adpmod(presidiu-5, No-1)
adpobj(No-1, Grupo-2)
compmod(Jessé-4, Dr.-3)
appos(Grupo-2, Jessé-4)
root(ROOT-0, presidiu-5)
det(sessão-7, a-6)
dobj(presidiu-5, sessão-7)
det(meninos-9, os-8)
nsubj(ofereceram-11, meninos-9)
iobj(ofereceram-11, lhe-10)
parataxis(presidiu-5, ofereceram-11)
det(ramalhete-13, um-12)
dobj(ofereceram-11, ramalhete-13)
adpmod(ramalhete-13, de-14)
adpobj(de-14, flores-15)
p(presidiu-5, .-16)

root(ROOT-0, Marcharam-1)
mark(esperavam-7, para-2)
det(Praça-4, a-3)
nsubj(esperavam-7, Praça-4)
advmod(esperavam-7, onde-5)
advmod(esperavam-7, já-6)
advcl(Marcharam-1, esperavam-7)
det(colégios-10, os-8)
num(colégios-10, dois-9)
dobj(esperavam-7, colégios-10)
amod(colégios-10, particulares-11)
adpmod(colégios-10, da-12)
adpobj(da-12, localidade-13)
p(o-15, :-14)
appos(colégios-10, o-15)
adpmod(o-15, de-16)
adpobj(de-16, Estanislau-17)
cc(o-15, e-18)
conj(o-15, o-19)
adpmod(o-19, de-20)
adpobj(de-20, dona-21)
compmod(professora-23, Guilhermina-22)
appos(dona-21, professora-23)
amod(professora-23, célebre-24)
adpmod(professora-23, pela-25)
adpobj(pela-25, rudeza-26)
adpmod(o-19, com-27)
mark(tratava-29, que-28)
adpcomp(com-27, tratava-29)
poss(discípulos-31, seus-30)
dobj(tratava-29, discípulos-31)
p(Marcharam-1, .-32)

compmod(Jessé-2, Dr.-1)
nsubj(marchava-3, Jessé-2)
root(ROOT-0, marchava-3)
adpmod(marchava-3, na-4)
adpobj(na-4, frente-5)
adpmod(frente-5, do-6)
nsubj(empunhando-8, Grupo-7)
adpcomp(do-6, empunhando-8)
poss(ramalhete-10, seu-9)
dobj(empunhando-8, ramalhete-10)
adpmod(ramalhete-10, de-11)
adpobj(de-11, flores-12)
p(marchava-3, .-13)

det(Praça-2, A-1)
nsubj(repleta-4, Praça-2)
aux(repleta-4, estava-3)
root(ROOT-0, repleta-4)
adpmod(repleta-4, de-5)
adpobj(de-5, gente-6)
p(repleta-4, .-7)

root(ROOT-0, Mulheres-1)
adpmod(Mulheres-1, com-2)
det(vestidos-4, os-3)
adpobj(com-2, vestidos-4)
adpmod(vestidos-4, de-5)
adpobj(de-5, festas-6)
amod(festas-6, moças-7)
nsubj(espiavam-9, que-8)
rcmod(festas-6, espiavam-9)
det(namorados-11, os-10)
dobj(espiavam-9, namorados-11)
det(comerciantes-13, alguns-12)
appos(namorados-11, comerciantes-13)
det(empregados-15, os-14)
appos(comerciantes-13, empregados-15)
adpmod(empregados-15, das-16)
adpobj(das-16, casas-17)
nsubj(fechado-20, que-18)
aux(fechado-20, haviam-19)
rcmod(casas-17, fechado-20)
adpmod(fechado-20, naquele-21)
adpobj(naquele-21, dia-22)
p(Mulheres-1, .-23)

nsubj(queriam-2, Todos-1)
root(ROOT-0, queriam-2)
xcomp(queriam-2, aproveitar-3)
det(diversão-6, a-4)
amod(diversão-6, inesperada-5)
dobj(aproveitar-3, diversão-6)
partmod(diversão-6, surgida-7)
adpmod(surgida-7, no-8)
adpobj(no-8, ritmo-9)
amod(ritmo-9, triste-10)
adpmod(ritmo-9, da-11)
adpobj(da-11, vida-12)
adpmod(vida-12, de-13)
adpobj(de-13, Tabocas-14)
p(queriam-2, .-15)

det(Grupo-2, O-1)
nsubj(formou-3, Grupo-2)
root(ROOT-0, formou-3)
dobj(formou-3, defronte-4)
adpmod(defronte-4, dos-5)
adpobj(dos-5, colégios-6)
amod(colégios-6, particulares-7)
p(formou-3, .-8)

det(professor-2, O-1)
root(ROOT-0, professor-2)
appos(professor-2, Estanislau-3)
nsubj(tinha-5, que-4)
rcmod(professor-2, tinha-5)
det(diferença-8, uma-6)
amod(diferença-8, velha-7)
dobj(tinha-5, diferença-8)
adpmod(diferença-8, com-9)
adpobj(com-9, dona-10)
appos(dona-10, Guilhermina-11)
prt(aproximou-13, se-12)
appos(diferença-8, aproximou-13)
adpmod(aproximou-13, dos-14)
poss(alunos-16, seus-15)
adpobj(dos-14, alunos-16)
mark(impor-19, para-17)
iobj(impor-19, lhes-18)
advcl(aproximou-13, impor-19)
dobj(impor-19, silencio-20)
p(professor-2, .-21)

root(ROOT-0, Desejava-1)
mark(comportassem-5, que-2)
nsubj(comportassem-5, eles-3)
prt(comportassem-5, se-4)
ccomp(Desejava-1, comportassem-5)
adpmod(comportassem-5, pelo-6)
advmod(tão-8, menos-7)
advmod(bem-9, tão-8)
adpcomp(pelo-6, bem-9)
adpmod(comportassem-5, como-10)
adpobj(como-10, os-11)
adpmod(os-11, da-12)
adpobj(da-12, rival-13)
nsubj(estavam-15, que-14)
rcmod(rival-13, estavam-15)
acomp(estavam-15, sérios-16)
cc(sérios-16, e-17)
conj(sérios-16, calados-18)
adpmod(estavam-15, sob-19)
det(olhar-21, o-20)
adpobj(sob-19, olhar-21)
adpmod(olhar-21, de-22)
adpobj(de-22, bruxa-23)
adpmod(bruxa-23, da-24)
adpobj(da-24, mestra-25)
p(Desejava-1, .-26)

nsubj(colocado-12, Junto-1)
adpmod(Junto-1, a-2)
det(buraco-4, um-3)
adpobj(a-2, buraco-4)
advmod(aberto-6, recentemente-5)
amod(buraco-4, aberto-6)
adpmod(buraco-4, em-7)
adpobj(em-7, meio-8)
adpmod(meio-8, da-9)
adpobj(da-9, Praça-10)
aux(colocado-12, haviam-11)
root(ROOT-0, colocado-12)
det(cacaueiro-14, um-13)
dobj(colocado-12, cacaueiro-14)
amod(cacaueiro-14, novo-15)
adpmod(cacaueiro-14, de-16)
advmod(mais-18, pouco-17)
advmod(um-20, mais-18)
adp(mais-18, de-19)
num(ano-21, um-20)
adpobj(de-16, ano-21)
p(colocado-12, .-22)

root(ROOT-0, Era-1)
det(árvore-3, a-2)
attr(Era-1, árvore-3)
adpmod(árvore-3, para-4)
auxpass(plantada-6, ser-5)
adpcomp(para-4, plantada-6)
adpmod(plantada-6, na-7)
adpobj(na-7, solenidade-8)
p(Era-1, .-9)

det(subdelegado-2, O-1)
nsubj(viajara-3, subdelegado-2)
root(ROOT-0, viajara-3)
det(Badarós-5, os-4)
dobj(viajara-3, Badarós-5)
nsubj(chamado-8, o-6)
aux(chamado-8, haviam-7)
partmod(viajara-3, chamado-8)
adpmod(chamado-8, a-9)
adpobj(a-9, Ilhéus-10)
cc(chamado-8, e-11)
adpmod(comparecera-22, por-12)
adpobj(por-12, isso-13)
det(força-15, a-14)
nsubj(comparecera-22, força-15)
amod(força-15, policial-16)
p(soldados-19, --17)
num(soldados-19, oito-18)
appos(força-15, soldados-19)
p(soldados-19, ---20)
neg(comparecera-22, não-21)
conj(chamado-8, comparecera-22)
p(viajara-3, .-23)

cc(estava-16, Mas-1)
det(Euterpe-3, a-2)
nsubj(estava-16, Euterpe-3)
nmod(Euterpe-3, 3-4)
adpmod(3-4, de-5)
adpobj(de-5, Maio-6)
p(fardada-10, --7)
nsubj(fardada-10, que-8)
advmod(fardada-10, fora-9)
rcmod(Euterpe-3, fardada-10)
adpmod(fardada-10, com-11)
adpobj(com-11, dinheiro-12)
adpmod(dinheiro-12, de-13)
adpobj(de-13, Horácio-14)
p(fardada-10, --15)
root(ROOT-0, estava-16)
acomp(estava-16, presente-17)
adpmod(presente-17, com-18)
poss(instrumentos-20, seus-19)
adpobj(com-18, instrumentos-20)
amod(instrumentos-20, musicais-21)
p(estava-16, .-22)

cc(foi-2, E-1)
root(ROOT-0, foi-2)
adpmod(foi-2, a-3)
adpobj(a-3, ela-4)
nsubj(coube-6, que-5)
rcmod(ela-4, coube-6)
xcomp(coube-6, iniciar-7)
det(ato-9, o-8)
dobj(iniciar-7, ato-9)
partmod(iniciar-7, tocando-10)
det(hino-12, o-11)
dobj(tocando-10, hino-12)
amod(hino-12, nacional-13)
p(foi-2, .-14)

det(homens-2, Os-1)
nsubj(tiraram-3, homens-2)
root(ROOT-0, tiraram-3)
det(chapéus-5, os-4)
nsubj(fez-se-6, chapéus-5)
xcomp(tiraram-3, fez-se-6)
dobj(fez-se-6, silêncio-7)
p(tiraram-3, .-8)

det(meninos-2, Os-1)
nsubj(cantaram-6, meninos-2)
adpmod(meninos-2, dos-3)
num(colégios-5, três-4)
adpobj(dos-3, colégios-5)
root(ROOT-0, cantaram-6)
det(letra-8, a-7)
dobj(cantaram-6, letra-8)
p(cantaram-6, .-9)

det(sol-2, O-1)
nsubj(queimava-3, sol-2)
root(ROOT-0, queimava-3)
adpmod(queimava-3, de-4)
advmod(quente-6, tão-5)
adpcomp(de-4, quente-6)
p(queimava-3, .-7)

det(abriam-2, Alguns-1)
root(ROOT-0, abriam-2)
amod(abriam-2, guardasóis-3)
adpmod(guardasóis-3, para-4)
dobj(resguardar-6, se-5)
adpcomp(para-4, resguardar-6)
p(abriam-2, .-7)

mark(terminou-4, Quando-1)
det(música-3, a-2)
nsubj(terminou-4, música-3)
advcl(chegou-7, terminou-4)
compmod(Jessé-6, Dr.-5)
nsubj(chegou-7, Jessé-6)
root(ROOT-0, chegou-7)
advmod(chegou-7, bem-8)
adpmod(chegou-7, para-9)
det(centro-11, o-10)
adpobj(para-9, centro-11)
adpmod(centro-11, da-12)
adpobj(da-12, praça-13)
cc(chegou-7, e-14)
conj(chegou-7, começou-15)
poss(discurso-17, seu-16)
dobj(começou-15, discurso-17)
p(chegou-7, .-18)

root(ROOT-0, De-1)
det(lados-4, todos-2)
det(lados-4, os-3)
nsubj(pediam-5, lados-4)
adpcomp(De-1, pediam-5)
dobj(pediam-5, silencio-6)
p(De-1, .-7)

det(professoras-2, As-1)
nsubj(iam-3, professoras-2)
root(ROOT-0, iam-3)
adpmod(iam-3, entre-4)
det(alunos-6, os-5)
nsubj(reclamando-7, alunos-6)
adpcomp(entre-4, reclamando-7)
dobj(reclamando-7, ordem-8)
cc(ordem-8, e-9)
det(barulho-11, menos-10)
conj(ordem-8, barulho-11)
p(iam-3, .-12)

cc(obtinham-3, Mas-1)
neg(obtinham-3, não-2)
root(ROOT-0, obtinham-3)
amod(resultados-5, grandes-4)
dobj(obtinham-3, resultados-5)
p(obtinham-3, .-6)

advmod(havia-2, Só-1)
root(ROOT-0, havia-2)
amod(silencio-4, mesmo-3)
dobj(havia-2, silencio-4)
adpmod(silencio-4, entre-5)
det(discípulos-7, os-6)
adpobj(entre-5, discípulos-7)
adpmod(discípulos-7, de-8)
adpobj(de-8, dona-9)
nsubj(rígida-14, Guilhermina-10)
nsubj(mantinha-13, que-11)
prt(mantinha-13, se-12)
rcmod(Guilhermina-10, mantinha-13)
partmod(dona-9, rígida-14)
det(mãos-16, as-15)
dobj(rígida-14, mãos-16)
amod(mãos-16, cruzadas-17)
adpmod(rígida-14, na-18)
adpobj(na-18, frente-19)
partmod(frente-19, metida-20)
adpmod(metida-20, num-21)
adpobj(num-21, vestido-22)
amod(vestido-22, branco-23)
amod(vestido-22, engomado-24)
cc(engomado-24, e-25)
conj(engomado-24, duro-26)
p(havia-2, .-27)

advmod(conseguia-3, Quase-1)
nsubj(conseguia-3, ninguém-2)
root(ROOT-0, conseguia-3)
xcomp(conseguia-3, ouvir-4)
dobj(ouvir-4, o-5)
dobj(dizia-10, que-6)
det(Jessé-9, o-7)
compmod(Jessé-9, Dr.-8)
nsubj(dizia-10, Jessé-9)
rcmod(o-5, dizia-10)
cc(conseguia-3, e-11)
det(gente-13, pouca-12)
nsubj(conseguia-15, gente-13)
dobj(conseguia-15, o-14)
conj(conseguia-3, conseguia-15)
xcomp(conseguia-15, ver-16)
dep(ver-16, pois-17)
adpmod(pois-17, como-18)
neg(tribuna-22, não-19)
aux(tribuna-22, haviam-20)
amod(tribuna-22, armado-21)
adpobj(como-18, tribuna-22)
nsubj(discursava-24, ele-23)
partmod(tribuna-22, discursava-24)
advmod(discursava-24, mesmo-25)
adpmod(discursava-24, no-26)
adpobj(no-26, chão-27)
p(conseguia-3, .-28)

advmod(assim-2, Ainda-1)
root(ROOT-0, assim-2)
mark(aplaudiram-6, quando-3)
nsubj(aplaudiram-6, ele-4)
aux(aplaudiram-6, terminou-5)
advcl(assim-2, aplaudiram-6)
advmod(aplaudiram-6, muito-7)
p(assim-2, .-8)

det(cavalheiros-2, Alguns-1)
nsubj(vieram-3, cavalheiros-2)
root(ROOT-0, vieram-3)
dobj(vieram-3, cumprimentá-lo-4)
p(vieram-3, .-5)

nsubj(apertava-2, Ele-1)
root(ROOT-0, apertava-2)
det(mãos-4, as-3)
dobj(apertava-2, mãos-4)
nsubj(eram-7, que-5)
iobj(eram-7, lhe-6)
rcmod(mãos-4, eram-7)
attr(eram-7, estendidas-8)
amod(estendidas-8, modesto-9)
cc(modesto-9, e-10)
conj(modesto-9, comovido-11)
p(apertava-2, .-12)

root(ROOT-0, Foi-1)
det(primeiro-3, o-2)
attr(Foi-1, primeiro-3)
adpmod(primeiro-3, a-4)
adpcomp(a-4, reclamar-5)
dobj(reclamar-5, silencio-6)
mwe(que-8, para-7)
mark(ouvir-10, que-8)
aux(ouvir-10, pudesse-9)
advcl(reclamar-5, ouvir-10)
det(poesia-12, a-11)
dobj(ouvir-10, poesia-12)
adpmod(poesia-12, da-13)
adpobj(da-13, professora-14)
appos(professora-14, Irene-15)
p(Foi-1, .-16)

det(voz-2, A-1)
nsubj(esganiçou-7, voz-2)
amod(voz-2, fraca-3)
adpmod(voz-2, da-4)
adpobj(da-4, professora-5)
dobj(esganiçou-7, se-6)
root(ROOT-0, esganiçou-7)
adpmod(esganiçou-7, nos-8)
adpobj(nos-8, versos-9)
p(versos-9, :-10)
appos(versos-9, Bendita-11)
det(semente-13, a-12)
dobj(Bendita-11, semente-13)
nsubj(fecunda-15, que-14)
rcmod(semente-13, fecunda-15)
det(terra-17, a-16)
dobj(fecunda-15, terra-17)
p(esganiçou-7, .-18)
p(esganiçou-7, .-19)

det(meninos-2, Os-1)
nsubj(chamavam-3, meninos-2)
root(ROOT-0, chamavam-3)
det(vendedores-5, os-4)
dobj(chamavam-3, vendedores-5)
adpmod(vendedores-5, de-6)
adpcomp(de-6, queimados-7)
advmod(queimados-7, quase-8)
adpmod(quase-8, aos-9)
adpobj(aos-9, gritos-10)
p(chamavam-3, .-11)

nsubj(conversavam-2, Riam-1)
root(ROOT-0, conversavam-2)
partmod(conversavam-2, discutiam-3)
dobj(discutiam-3, trocavam-4)
amod(trocavam-4, pontapés-5)
p(conversavam-2, .-6)

det(professoras-2, As-1)
nsubj(prometiam-3, professoras-2)
root(ROOT-0, prometiam-3)
dobj(prometiam-3, castigos-4)
adpmod(prometiam-3, para-5)
det(dia-7, o-6)
adpobj(para-5, dia-7)
amod(dia-7, seguinte-8)
p(prometiam-3, .-9)

det(professora-2, A-1)
nsubj(suspendia-4, professora-2)
appos(professora-2, Irene-3)
root(ROOT-0, suspendia-4)
det(braço-6, um-5)
dobj(suspendia-4, braço-6)
amod(braço-6, baixava-7)
cc(suspendia-4, e-8)
conj(suspendia-4, suspendia-9)
det(outro-11, o-10)
dobj(suspendia-9, outro-11)
p(suspendia-4, :-12)
nsubj(bendita-14, Árvore-13)
parataxis(suspendia-4, bendita-14)
adpmod(bendita-14, que-15)
adpobj(que-15, dásombra-16)
cc(dásombra-16, e-17)
conj(dásombra-16, fruta-18)
p(suspendia-4, .-19)

det(tropel-2, O-1)
nsubj(aumentou-5, tropel-2)
adpmod(tropel-2, dos-3)
adpobj(dos-3, cavalos-4)
root(ROOT-0, aumentou-5)
cc(aumentou-5, e-6)
nsubj(irromperam-8, eles-7)
conj(aumentou-5, irromperam-8)
adpmod(irromperam-8, na-9)
adpobj(na-9, Pra-10)
adpobj(Pra-10, ça-11)
adpmod(ça-11, da-12)
adpobj(da-12, Matriz-13)
p(aumentou-5, .-14)

root(ROOT-0, Era-1)
det(coronel-3, o-2)
attr(Era-1, coronel-3)
appos(coronel-3, Teodoro-4)
adpmod(coronel-3, das-5)
adpobj(das-5, Baraúnas-6)
advmod(Baraúnas-6, àfrente-7)
adpmod(àfrente-7, de-8)
num(homens-10, doze-9)
adpobj(de-8, homens-10)
amod(homens-10, armados-11)
p(Era-1, .-12)

root(ROOT-0, Entraram-1)
partmod(Entraram-1, dando-2)
det(tiros-4, uns-3)
dobj(dando-2, tiros-4)
adpmod(dando-2, para-5)
det(ar-7, o-6)
adpobj(para-5, ar-7)
det(cavalos-9, os-8)
nsubj(pisando-10, cavalos-9)
ccomp(dando-2, pisando-10)
det(capim-12, o-11)
dobj(pisando-10, capim-12)
adpmod(capim-12, da-13)
adpobj(da-13, Praça-14)
p(Entraram-1, .-15)

nsubj(atravessou-2, Teodoro-1)
root(ROOT-0, atravessou-2)
adpmod(atravessou-2, entre-3)
det(colégios-5, os-4)
adpobj(entre-3, colégios-5)
det(meninos-7, os-6)
nsubj(corriam-9, meninos-7)
aux(corriam-9, corriam-8)
partmod(atravessou-2, corriam-9)
det(mulheres-11, as-10)
dobj(corriam-9, mulheres-11)
cc(mulheres-11, e-12)
det(homens-14, os-13)
conj(mulheres-11, homens-14)
p(atravessou-2, .-15)

root(ROOT-0, Parou-1)
advmod(Parou-1, bem-2)
adpmod(Parou-1, em-3)
adpobj(em-3, frente-4)
adpmod(frente-4, ao-5)
adpobj(ao-5, grupo-6)
partmod(Parou-1, reunido-7)
adpmod(reunido-7, em-8)
adpobj(em-8, torno-9)
adpmod(torno-9, à-10)
adpobj(à-10, árvore-11)
p(Parou-1, .-12)

det(professora-2, A-1)
nsubj(engoliu-4, professora-2)
nsubj(engoliu-4, Irene-3)
root(ROOT-0, engoliu-4)
det(verso-6, o-5)
dobj(engoliu-4, verso-6)
nsubj(dizer-9, que-7)
aux(dizer-9, ia-8)
rcmod(verso-6, dizer-9)
advmod(dizer-9, ainda-10)
partmod(engoliu-4, estava-11)
adpmod(estava-11, com-12)
det(braço-14, o-13)
adpobj(com-12, braço-14)
partmod(braço-14, levantado-15)
p(engoliu-4, .-16)

nsubj(tinha-2, Teodoro-1)
root(ROOT-0, tinha-2)
det(revólver-4, o-3)
dobj(tinha-2, revólver-4)
adpmod(tinha-2, na-5)
adpobj(na-5, mão-6)
p(tinha-2, :-7)
p(fuá-10, --8)
det(fuá-10, Que-9)
nsubj(é-11, fuá-10)
parataxis(tinha-2, é-11)
attr(é-11, esse-12)
p(tinha-2, ?-13)

advmod(plantando-2, Tão-1)
root(ROOT-0, plantando-2)
det(roça-4, uma-3)
dobj(plantando-2, roça-4)
advmod(roça-4, aqui-5)
adpmod(aqui-5, na-6)
adpobj(na-6, Praça-7)
p(plantando-2, ?-8)

nsubj(explicou-2, Jessé-1)
root(ROOT-0, explicou-2)
det(comemoração-4, a-3)
dobj(explicou-2, comemoração-4)
adpmod(comemoração-4, em-5)
adpobj(em-5, palavras-6)
amod(palavras-6, tremulas-7)
p(explicou-2, .-8)

nsubj(riu-2, Teodoro-1)
root(ROOT-0, riu-2)
partmod(riu-2, pareceu-3)
xcomp(pareceu-3, concordar-4)
p(pareceu-3, :-5)
p(plantem-8, --6)
nsubj(plantem-8, Então-7)
parataxis(pareceu-3, plantem-8)
advmod(plantem-8, logo-9)
p(riu-2, .-10)

root(ROOT-0, Quero-1)
xcomp(Quero-1, ver-2)
p(Quero-1, .-3)

advcl(chegaram-6, Apontou-1)
det(revólver-3, o-2)
dobj(Apontou-1, revólver-3)
det(cabras-5, os-4)
nsubj(chegaram-6, cabras-5)
root(ROOT-0, chegaram-6)
advmod(perto-9, mais-7)
adp(mais-7, para-8)
advmod(seguravam-10, perto-9)
partmod(chegaram-6, seguravam-10)
det(repetições-12, as-11)
dobj(seguravam-10, repetições-12)
p(chegaram-6, .-13)

nsubj(plantaram-6, Jessé-1)
cc(Jessé-1, e-2)
advmod(dois-4, mais-3)
num(homens-5, dois-4)
conj(Jessé-1, homens-5)
root(ROOT-0, plantaram-6)
det(cacaueiro-8, o-7)
dobj(plantaram-6, cacaueiro-8)
p(plantaram-6, .-9)

root(ROOT-0, É-1)
attr(É-1, verdade-2)
mark(foi-6, que-3)
det(cerimónia-5, a-4)
nsubj(foi-6, cerimónia-5)
csubj(É-1, foi-6)
advmod(diversa-8, muito-7)
acomp(foi-6, diversa-8)
adpmod(diversa-8, da-9)
mark(imaginara-14, que-10)
det(Jessé-13, o-11)
compmod(Jessé-13, Dr.-12)
nsubj(imaginara-14, Jessé-13)
adpcomp(da-9, imaginara-14)
p(É-1, .-15)

neg(tivera-2, Não-1)
root(ROOT-0, tivera-2)
advmod(tivera-2, mesmo-3)
dobj(tivera-2, solenidade-4)
appos(solenidade-4, nenhuma-5)
advmod(empurraram-7, apenas-6)
partmod(solenidade-4, empurraram-7)
adpmod(empurraram-7, às-8)
adpobj(às-8, pressas-9)
det(cacaueiro-11, o-10)
dobj(empurraram-7, cacaueiro-11)
advmod(cacaueiro-11, dentro-12)
adpmod(dentro-12, do-13)
adpobj(do-13, buraco-14)
amod(buraco-14, cobriram-no-15)
adpmod(cacaueiro-11, com-16)
det(terra-18, a-17)
adpobj(com-16, terra-18)
nsubj(acumulava-21, que-19)
dobj(acumulava-21, se-20)
rcmod(terra-18, acumulava-21)
adpmod(acumulava-21, ao-22)
adpobj(ao-22, lado-23)
p(tivera-2, .-24)

root(ROOT-0, Restava-1)
det(gente-3, pouca-2)
dobj(Restava-1, gente-3)
adpmod(Restava-1, na-4)
adpobj(na-4, Praça-5)
det(maioria-7, a-6)
nsubj(Restava-1, maioria-7)
amod(maioria-7, correra-8)
p(Restava-1, .-9)

p(está-3, --1)
advmod(está-3, Já-2)
root(ROOT-0, está-3)
p(está-3, ?-4)

p(perguntou-2, --1)
root(ROOT-0, perguntou-2)
dobj(perguntou-2, Teodoro-3)
p(perguntou-2, .-4)

p(Já-2, --1)
root(ROOT-0, Já-2)
p(Já-2, .-3)
p(Já-2, .-4)

p(orvalhar-4, --1)
advmod(orvalhar-4, Agora-2)
aux(orvalhar-4, vou-3)
root(ROOT-0, orvalhar-4)
dobj(orvalhar-4, ele-5)
p(orvalhar-4, .-6)

p(riu-2, --1)
root(ROOT-0, riu-2)
dobj(riu-2, Teodoro-3)
p(riu-2, .-4)

cc(abriu-7, E-1)
adpmod(abriu-7, de-2)
adpobj(de-2, cima-3)
advmod(abriu-7, mesmo-4)
adpmod(mesmo-4, do-5)
adpobj(do-5, cavalo-6)
root(ROOT-0, abriu-7)
det(braguilha-9, a-8)
nsubj(puxou-10, braguilha-9)
xcomp(abriu-7, puxou-10)
det(sexo-12, o-11)
dobj(puxou-10, sexo-12)
partmod(puxou-10, urinou-13)
adpmod(urinou-13, em-14)
adpobj(em-14, cima-15)
adpmod(cima-15, do-16)
adpobj(do-16, cacaueiro-17)
p(abriu-7, .-18)

cc(acertava-3, Mas-1)
neg(acertava-3, não-2)
root(ROOT-0, acertava-3)
dobj(acertava-3, direito-4)
adpmod(direito-4, a-5)
adpobj(a-5, urina-6)
partmod(acertava-3, respingava-7)
adpmod(respingava-7, em-8)
det(mundo-10, todo-9)
adpobj(em-8, mundo-10)
p(acertava-3, .-11)

det(professora-2, A-1)
nsubj(tapou-4, professora-2)
nsubj(tapou-4, Irene-3)
root(ROOT-0, tapou-4)
det(olhos-6, os-5)
dobj(tapou-4, olhos-6)
adpmod(tapou-4, com-7)
det(mão-9, a-8)
adpobj(com-7, mão-9)
p(tapou-4, .-10)

mwe(de-2, Antes-1)
mark(acabar-3, de-2)
advcl(deu-5, acabar-3)
nsubj(deu-5, Teodoro-4)
root(ROOT-0, deu-5)
det(jeito-7, um-6)
dobj(deu-5, jeito-7)
adpmod(jeito-7, com-8)
p(com-8, :-9)
adpobj(com-8, mão-10)
det(resto-12, o-11)
appos(jeito-7, resto-12)
adpmod(resto-12, da-13)
adpobj(da-13, urina-14)
partmod(deu-5, caiu-15)
adpmod(caiu-15, em-16)
adpobj(em-16, cima-17)
adpmod(cima-17, do-18)
compmod(Jessé-20, Dr.-19)
adpobj(do-18, Jessé-20)
p(deu-5, .-21)

advmod(chamou-2, Depois-1)
root(ROOT-0, chamou-2)
adpmod(chamou-2, pelos-3)
poss(homens-5, seus-4)
adpobj(pelos-3, homens-5)
partmod(chamou-2, saíram-6)
adpmod(saíram-6, num-7)
adpobj(num-7, galope-8)
adpmod(saíram-6, pela-9)
adpobj(pela-9, rua-10)
amod(rua-10, central-11)
p(chamou-2, .-12)

det(assistentes-2, Os-1)
root(ROOT-0, assistentes-2)
nsubj(podido-6, que-3)
neg(podido-6, não-4)
aux(podido-6, tinham-5)
rcmod(assistentes-2, podido-6)
xcomp(podido-6, fugir-7)
xcomp(fugir-7, ficaram-8)
adpmod(ficaram-8, sem-9)
adpobj(sem-9, gestos-10)
partmod(ficaram-8, olhando-11)
dobj(olhando-11, uns-12)
adpmod(uns-12, para-13)
det(outros-15, os-14)
adpobj(para-13, outros-15)
p(assistentes-2, .-16)

det(professora-2, Uma-1)
nsubj(limpava-3, professora-2)
root(ROOT-0, limpava-3)
det(rosto-5, o-4)
dobj(limpava-3, rosto-5)
advmod(caíram-7, onde-6)
rcmod(rosto-5, caíram-7)
det(pingos-9, uns-8)
nsubj(caíram-7, pingos-9)
adpmod(pingos-9, de-10)
adpobj(de-10, urina-11)
p(limpava-3, .-12)

nsubj(assombrava-3, Outra-1)
prt(assombrava-3, se-2)
root(ROOT-0, assombrava-3)
p(assombrava-3, :-4)
advmod(viu-8, Ora-5)
advmod(viu-8, já-6)
prt(viu-8, se-7)
parataxis(assombrava-3, viu-8)
p(assombrava-3, ?-9)

nsubj(atravessou-2, Teodoro-1)
root(ROOT-0, atravessou-2)
det(rua-4, a-3)
dobj(atravessou-2, rua-4)
partmod(rua-4, dando-5)
dobj(dando-5, tiros-6)
p(atravessou-2, .-7)

adpmod(fazendo-3, Ao-1)
adpobj(Ao-1, final-2)
root(ROOT-0, fazendo-3)
dobj(fazendo-3, esquina-4)
adpmod(fazendo-3, com-5)
det(beco-7, um-6)
adpobj(com-5, beco-7)
partmod(fazendo-3, ficava-8)
det(cartório-10, o-9)
dobj(ficava-8, cartório-10)
adpmod(cartório-10, de-11)
adpobj(de-11, Venâncio-12)
p(fazendo-3, .-13)

nsubj(pararam-2, Ali-1)
root(ROOT-0, pararam-2)
partmod(pararam-2, saltaram-3)
adpmod(saltaram-3, dos-4)
adpobj(dos-4, cavalos-5)
appos(cavalos-5, Venâncio-6)
cc(saltaram-3, e-7)
det(empregados-9, os-8)
nsubj(tiveram-11, empregados-9)
advmod(tiveram-11, só-10)
conj(saltaram-3, tiveram-11)
dobj(tiveram-11, tempo-12)
adpmod(tempo-12, de-13)
adpcomp(de-13, escapulir-14)
adpmod(escapulir-14, pelos-15)
adpobj(pelos-15, fundos-16)
p(pararam-2, .-17)

nsubj(chamou-2, Teodoro-1)
root(ROOT-0, chamou-2)
adpmod(chamou-2, por-3)
adpobj(por-3, um-4)
adpmod(um-4, dos-5)
poss(homens-7, seus-6)
adpobj(dos-5, homens-7)
amod(homens-7, oste-8)
parataxis(chamou-2, chegou-9)
adpmod(chegou-9, com-10)
det(garrafa-12, uma-11)
adpobj(com-10, garrafa-12)
